n=10,	 e=49.50984052
4.633996314266388339e+01 1.531361750895751661e-01
3.787889178688364922e+01 2.684739089707436932e+01
3.495324243839457523e+01 2.958007694608651050e+01
-1.957445940619130198e+01 4.234597463739896028e+01
-2.262587590355250100e+01 3.976157700770055214e+01
-1.467879151303294094e+01 -4.385869486635015591e+01
-1.101036807403164630e+01 -4.544844940314308701e+01
4.515489432380763191e+01 -3.669106681690196936e+00
n=590,	 e=47.94852084
4.633739657146376345e+01 1.538849990502805243e-01
3.788105153766904465e+01 2.684963691500885119e+01
3.495556642753870591e+01 2.958249591140860346e+01
-1.957302653957696492e+01 4.234457904453180532e+01
-2.262437815165701593e+01 3.976010441921178540e+01
-1.467979870999699443e+01 -4.386040566423601916e+01
-1.101135768414390270e+01 -4.545011937462287221e+01
4.515204334365032679e+01 -3.668271538182065861e+00
n=600,	 e=47.94799327
4.633483686591089423e+01 1.546321742960435341e-01
3.788320524164409875e+01 2.685187627827860268e+01
3.495788391183106825e+01 2.958490772147084513e+01
-1.957159736237549197e+01 4.234318716372357727e+01
-2.262288435998496894e+01 3.975863586875230737e+01
-1.468080306883025088e+01 -4.386211169538554344e+01
-1.101234443989123690e+01 -4.545178454039837845e+01
4.514920000665841116e+01 -3.667438258558270547e+00
n=610,	 e=47.94746863
4.633228399434420197e+01 1.553776994825173396e-01
3.788535290652175291e+01 2.685410900549522495e+01
3.496019490459895707e+01 2.958731240049386102e+01
-1.957017186586532631e+01 4.234179900676928554e+01
-2.262139450469800650e+01 3.975717135006188130e+01
-1.468180458167162072e+01 -4.386381296940420071e+01
-1.101332834430624530e+01 -4.545344493529970009e+01
4.514636428605010821e+01 -3.666606845419042138e+00
n=620,	 e=47.94694688
4.632973792769893606e+01 1.561215739577789807e-01
3.788749454177922615e+01 2.685633511566324927e+01
3.496249942012179446e+01 2.958970997233661038e+01
-1.956875004132171370e+01 4.234041458148205805e+01
-2.261990856456120369e+01 3.975571085599671051e+01
-1.468280324363754374e+01 -4.386550949659557119e+01
-1.101430940143369241e+01 -4.545510059030152661e+01
4.514353615633789474e+01 -3.665777300359549074e+00
n=630,	 e=47.94642801
4.632719863905618496e+01 1.568637976255499167e-01
3.788963015833258652e+01 2.685855462810446426e+01
3.496479747345846789e+01 2.959210046053297916e+01
-1.956733188002878165e+01 4.233903389241540793e+01
-2.261842652047410596e+01 3.975425437869712653e+01
-1.468379905229050308e+01 -4.386720128782456385e+01
-1.101528761615394103e+01 -4.545675153321769812e+01
4.514071559309757475e+01 -3.664949624147888052e+00
n=640,	 e=47.94591202
4.632466610325278822e+01 1.576043708485622141e-01
3.789175976826994230e+01 2.686076756238117724e+01
